paper_key,title,year,venue,source,verdict,reason,type,override_verdict
doi:10.7759/cureus.96812,The Changing Landscape of Ankle Fractures in the Era of Electric Micromobility: A Systematic Review,2025,Cureus,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.4236/ojapps.2024.149167,Current Trends in the Management of Distributed Transactions in Micro-Services Architectures: A Systematic Literature Review,2024,Open Journal of Applied Sciences,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.1016/j.sdentj.2023.05.025,Influence of rough micro-threaded and laser micro-textured implant-neck on peri-implant tissues: A systematic review,2023,Saudi Dental Journal,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1093/eurpub/ckac129.387,Viral hepatitis micro-elimination: models of care and barriers to implementation in 5 EU/EEA prisons,2022,European Journal of Public Health,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s10654-017-0226-2,Clinical epidemiology: A daydream?,2017,European Journal of Epidemiology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5334/ijic.2781,Comparing integrated elderly care in three European countries: a qualitative approach,2016,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/1472-6963-14-235,Developing attributes and attribute-levels for a discrete choice experiment on micro health insurance in rural Malawi,2014,BMC Health Services Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1111/joca.70027,Exploring Consumption Stigma: A Systematic Literature Review and Future Research Agenda,2025,Journal of Consumer Affairs,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.ecoser.2021.101346,A matrix approach to tropical marine ecosystem service assessments in South east Asia,2021,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3402/gha.v9.32156,A qualitative study of the current situation of elderly care in Iran: what can we do for the future?,2016,Global Health Action,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.57255/jovishe.v3i1.497,Memberdayakan UMKM Lokal Wilayah Solok Melalui Sistem E-commerce Opencart untuk Meningatkan Penjualan,2024,JOVISHE : Journal of Visionary Sharia Economy,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:8eb30235988b64703657e2e8fb0a767f7e0308d6,Factors Influencing Effectiveness of Internal Control in the Microfinance Sector in Kenya (A case of Mombasa County),2016,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.20897/ejelr/17313,A comparative analysis of immigrant children’s educational policies: Türkiye and the United States,2025,European Journal of Education &amp; Language Review,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.31955/mea.v7i2.2986,UNDERSTANDING THE FACTORS OF FINANCIAL INNOVATION IN INDUSTRIAL REVOLUTION 4.0 ERA,2023,Media Ethics: Human Ecology a Connected World,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.64530/ijbams.v1i3.42,Digital Economic Growth and MSME Development in East Java: A Systematic Literature Review,2025,IJBAMS: International Journal of Business Accounting Management Social Science,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:925bf3b138eb1d598a3a5d67bca4df17ca0eb997,Systematic Review: Social Work School Interventions for Food Accessibility Among Impoverished Children,2016,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.2196/preprints.18085,e-Health for Diabetes Self Management in Saudi Arabia: Barriers and Solutions (Preprint),2020,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3310/guws9067,Implementation of ‘Freedom to Speak Up Guardians’ in NHS acute and mental health trusts in England: the FTSUG mixed-methods study,2022,Health and Social Care Delivery Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s12126-025-09610-2,Integrated Care Models for Older People: An Umbrella Review,2025,Ageing International,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1108/jstp-01-2023-0023,Exploring power strategies for transformation in a service-ecosystem,2023,Journal of service theory and practice,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.70062/globaleconomics.v2i2.317,Digital Transformation in MSMEs through the Integration of E-Wallets and Social Media Marketing,2025,"Global Economics: International Journal of Economic, Social and Development Sciences",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.38007/ijmc.2022.030206,Evaluation of Tobacco Resource Allocation Based on Analytic Hierarchy Process,2022,International Journal of Multimedia Computing,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.33105/itrev.v7i2.421,Strategies to Improve Taxpayers’ Compliance of Indonesian Micro Small and Medium Enterprises: PRISMA Approach,2022,"Indonesian Treasury Review: Jurnal Perbendaharaan, Keuangan Negara dan Kebijakan Publik",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1001/jama.2015.15406,Charting the route to high value care: the role of medical education,2015,Journal of the American Medical Association (JAMA),semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3138/jmvfh-2021-0078,Integrating civilians into military organizations: Linking micro and macro levels of analysis,2022,Journal of Military Veteran and Family Health,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:9ac35fc5a9b95ef2b380ea52a157b7b889f5a6dc,Understanding agency and resistance: children in situations of domestic abuse,2014,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.22495/jgrv9i2art1,Corporate governance and the environment in the health sector: Systematic literature review,2020,Journal of Governance and Regulation,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.69714/jvztcc68,PERAN SANKSI PAJAK DALAM MEMBENTUK PERILAKU WAJIB PAJAK PADA UMKM: STUDI LITERATUR REVIEW,2025,JURNAL EKONOMI BISNIS DAN KEWIRAUSAHAAN,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.17638/03089325,What constitutes a good enough life for someone with lived experience of homelessness and drug or alcohol addiction,2020,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s12910-025-01252-y,Institutional financial incentives in healthcare: a review of normative considerations,2025,BMC Medical Ethics,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1136/bmj-2024-081284,Strategies and tactics to reduce the impact of healthcare on climate change: systematic review,2024,British medical journal,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1136/bmjopen-2017-021194,Elements of integrated care approaches for older people: a review of reviews,2018,BMJ Open,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:a0abe3dd5828a541a3994ccf04688f3ffd2a05dc,"Preventing dentures and putting aside the fry bread: A systematic review of micro, mezzo, and macro conditions for dental health and obesity interventions for Native American youth",2014,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.62643/ijerst.2025.v21n4.pp938-945,Fortifying Cloud Environments: Integrating Zero Trust Architecture and Artificial Intelligence for Advanced Data Protection,2025,International Journal of Engineering Research and Science &amp; Technology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1080/02642069.2022.2070613,"How do macro-environmental factors impact customer experience? A refined typology, integrative framework, and implications",2022,Service Industries Journal,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.36948/ijfmr.2025.v07i03.42413,"Exploring User-Centric Factors in the Development of Mobile Applications for Medium, Small, and Micro Enterprises",2025,International Journal For Multidisciplinary Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.54099/ijlpg.v4i2.1344,"Interaction Between Local Culture, Financial Technology, and MSME Performance: A Systematic Literature Review",2025,International Journal of Law Policy and Governance,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.32520/stmsi.v13i6.4638,Exploring the Contribution of Fintech to Digital Transformation in Indonesian MSMEs: A Literature Review,2024,SISTEMASI,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1080/1463922x.2019.1621406,A multi-level model on automated vehicle acceptance (MAVA): a review-based study,2019,Theoretical Issues in Ergonomics Science,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1136/bmjopen-2024-095212,Development of a taxonomy mapping dental services integration: a scoping review protocol,2025,BMJ Open,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.4314/jfas.v9i2s.845,Identifying factors affecting about outsourcing in paraclinical services: a systematic review of literature,2018,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.18122/ijpah.3.3.158.boisestate,"A158: Research on the Realistic Dilemma and Practical Path of Chinese
 Community Sports Park",2024,International Journal of Physical Activity and Health,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1080/14620316.2024.2376591,"Stakeholders’ evaluation of tissue culture plants: evidence from social, economic, and agronomic studies",2024,Journal of Horticultural Science & Biotechnology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.34190/ecie.18.2.1768,European Academic Spin-Offs: Exploring the Barriers to Long-Term Success,2023,European Conference on Innovation and Entrepreneurship,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:aa9d1205d5c2c81902290e8173490229bb2fdcf1,A CRITICAL STUDY OF JOSEPH A. SCHUMPETER’S INNOVATION THEORY OF ENTREPRENEURSHIP,2018,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.socscimed.2025.118705,Strengthening health systems for displaced populations: A systematic review of access to surgical care in low- and middle-income countries.,2025,Social Science & Medicine (1967),semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1093/heapol/czw169,Interventions and approaches to integrating HIV and mental health services: a systematic review,2017,Health Policy and Planning,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1002/cl2.70061,"Effects of Interventions to Improve Access to Financial Services for Micro, Small, and Medium‐Sized Enterprises in Low‐ and Middle‐Income Countries: An Evidence and Gap Map",2025,Campbell Systematic Reviews,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/icact.2014.6779067,Analysis of Twitter research trends based on SLR,2014,International Conference on Advanced Communication Technology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:b0bf83aea3ac9f9e30c60cc13fbae6eebaea8757,Second International Conference on Evolving Cities University of Southampton,2022,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.21070/acopen.11.2026.13029,Simplified Audits Support Micro Small And Medium Enterprise Financial Governance,2025,Academia Open,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.2139/ssrn.4055178,Sustainable Urban Mobility Measures in Response to Covid-19 a Systematic Literature Review and Emerging Policy Challenges,2022,Social Science Research Network,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.20944/preprints202108.0051.v1,Creating Shared Value in BoP communities with Micro-manufacturing Factories: A Systematized Literature Review,2021,Sustainability,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:b3843da0cf3597cb92f15a871dc6b4e5491fe869,Union use of social media,2015,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.26618/jeb.v18i2.7884,Implementation Of The Use Of AIS On MSMEs In Facing The Industrial Revolution 4.0,2022,Jurnal Ekonomi Balance,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.59888/ajosh.v3i10.590,Jakpreneur as an Entrepreneurial Support Ecosystem: A Review of the Literature,2025,Asian Journal of Social and Humanities,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3126/vjm.v2i2.89233,Investigating the Effect of Digital Financial Literacy: A Systematic Review,2025,Victoria Journal of Management,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/ecnct66493.2025.11172491,From Network Segmentation to AI-Driven Zero Trust: A Systematic Survey of Micro-segmentation Technologies,2025,"2025 7th International Conference on Electronics and Communication, Network and Computer Technology (ECNCT)",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:ba4c30d926b88480a88d7d0b924621a9cccf9dc5,Union use of social media,2015,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1108/jsm-10-2018-0280,A continuum of transformative service exchange: insights for service and social marketers,2019,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.socscimed.2024.117093,Examining the underpinnings of decisions to allocate public resources to social care: A systematic review.,2024,Social Science & Medicine (1967),semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:bccb013f8f9a3ebddef541b6f5a3ebacffa08149,Social Work Perspectives on Working with Pregnant Women with Opioid Use Disorder,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3310/mrwk3419,Opportunities and practices supporting responsive health care for forced migrants: lessons from transnational practice and a mixed-methods systematic review.,2025,Health and Social Care Delivery Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1108/jhti-04-2025-0517,Smart tourist destination: a literature review and future agenda,2025,Journal of Hospitality and Tourism Insights,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s10639-022-11191-5,"Editorial for EAIT issue 5, 2022",2022,Education and Information Technologies : Official Journal of the IFIP technical committee on Education,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s12913-024-11438-6,Candidacy 2.0 (CC) – an enhanced theory of access to healthcare for chronic conditions: lessons from a critical interpretive synthesis on access to rheumatoid arthritis care,2024,BMC Health Services Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/pr13123996,Research Situation and Prospect Analysis of Corrosion of Rubber Materials: A Study Based on Bibliometric Mapping,2025,Processes,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5334/ijic.2713,IntegraSarea: Building up a Network for Integration in the Basque Country,2016,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1111/ajr.70079,Rural Nursing Workforce Sustainability in Australia: A Scoping Review of Global Retention Strategies,2025,The Australian journal of rural health,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/futuretransp5030081,From Paratransit to Emerging Transportation and Micro-Mobility: A Conceptual Discussion on Alternative Transportation from a Systematic Literature Review,2025,Future Transportation,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.70764/gdpu-sft.2025.1(1)-03,Fintech for Social Impact: Evaluating the Role of Digital Finance in Poverty Alleviation,2025,Start-up and Financial Technology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1002/wat2.1763,A Systematic Literature Review on the Operationalization of Usability in Urban Pluvial Flooding Climate Services and the Influence of Contextual Factors,2024,WIREs Water,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:ca68dd9582c2a6842433e985857c06448d4c8983,Proyecto de factibilidad para la creación de una microempresa productora de lunch para los niños de las escuelas particulares de la ciudad de Loja,2015,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.14569/ijacsa.2018.090226,Sentiment Analysis using SVM: A Systematic Literature Review,2018,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.47747/snfmi.v2i1.2399,The Valuation of Resources and the Sustainability Practices among Women Owned Micro-Enterprise,2024,Prosiding Seminar Nasional Forum Manajemen Indonesia - e-ISSN 3026-4499,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.20525/ijrbs.v13i7.3716,"The role of small, medium, and micro enterprises in contributing to the socioeconomic development of South Africa",2024,International Journal of Research In Business and Social Science,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.36908/esha.v11i1.1566,THE INFLUENCE OF LDR AND NPL ON THE PROFITABILITY OF RURAL BANKS: A SYSTEMATIC LITERATURE REVIEW (2021–2025),2025,Ekonomica Sharia: Jurnal Pemikiran dan Pengembangan Ekonomi Syariah,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.9734/ajess/2022/v32i430776,"Evidence-based Recommendations to Improve Retention, Attraction and Recruitment of Health Workers in Sudan",2022,Asian Journal of Education and Social Studies,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:cf56d59ebb20f52bc3ea0649904a780c9b60b68d,Innovation in Australian regional small businesses: does its adoption and adaption promote the evolution of innovative capabilities?,2014,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.scitotenv.2024.177698,Where is the nature in nature-based flood management? Biodiversity is not considered enough.,2024,Science of the Total Environment,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:d0c758ae3d12216f35ec1ef0b0f951da692c862e,"Resource and Knowledge Transference through Networks, Significant Assets for Rural Mexican Microenterprises",2015,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s12978-025-02172-1,Toward global reproductive justice: a universal framework for evaluating equity and autonomy in in-vitro fertilization policies,2025,Reproductive Health,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1136/bmjopen-2023-079744,How do children’s hospitals address health inequalities: a grey literature scoping review,2024,BMJ Open,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3389/ffgc.2022.880621,Impacts of climate change on tropical agroforestry systems: A systematic review for identifying future research priorities,2022,Frontiers in Forests and Global Change,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1080/01900692.2021.1921941,Special Issue- Engaging Vulnerable Populations in the Co-Production of Public Services,2021,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.31004/joe.v5i3.1394,"Sistematis Literatur Review (SLR) : Peningkatan Kapasitas dan Pengelola Sumber Daya dalam Usaha Mikro, Kecil dan Menengah pada Badan Usaha Milik Desa",2023,Journal of education,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.61132/natural.v3i4.1735,Pemanfaatan Teknologi Digital dalam Pembekalan Kewirausahaan Siswa SMA sebagai Upaya Meningkatkan Kemandirian Ekonomi di Era Digital,2025,Natural: Jurnal Pelaksanaan Pengabdian Bergerak bersama Masyarakat.,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3126/irjmmc.v5i3.68473,Social Objectives of Microfinance Institutions and Evaluating its Implementation: A Systematic Review,2024,International Research Journal of MMC,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1922/cdh_00028-2019wilson11,Barriers and enablers to skill-mix in the oral health workforce: A systematic review,2021,Community Dental Health,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5430/ijfr.v12n2p125,Carbon Credit Risk Mitigation of Deforestation: A Study on the Performance of P2H Products and Services in Indonesia,2021,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.25392/leicester.data.11933058.v1,"Feelings, Circumstances, and Hallucinations: A Novel Systematic Review, Theoretical, and Empirical Study",2020,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.13106/jafeb.2021.vol8.no3.0821,The Impact of Microfinance on Households' Socioeconomic Performance: A Proposed Mediation Model,2021,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.20473/vol9iss20224pp467-481,Islamic Village Development Management: A Systematic Literature Review,2022,Jurnal Ekonomi Syariah Teori dan Terapan,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s13731-022-00261-0,Determinants of the sustainability and growth of micro and small enterprises (MSEs) in Ethiopia: literature review,2022,Journal of Innovation and Entrepreneurship,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1080/13504509.2025.2588802,Ecosystem services and land use change research in the mountain regions of China: a systematic review,2025,International Journal of Sustainable Development &amp; World Ecology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.2196/47874,Circular Business Model for Digital Health Solutions: Protocol for a Scoping Review,2023,JMIR Research Protocols,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1108/ijlm-07-2024-0422,Unraveling the aspects of metaverse adoption in the supply chains of small-scale enterprises with TOE framework,2025,International Journal of Logistics Management,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.37600/ekbi.v7i1.1447,SYSTEMATIK LITERATURE REVIEW PENGEMBANGAN POTENSI BRANDING UMKM MELALUI PROSES DIGITALISASI BISNIS,2024,Jurnal Ekonomi dan Bisnis,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.9734/jemt/2025/v31i121371,A Systematic Literature Review on the Internationalization Development Path of Fuliang Tea E-commerce under the Rural Revitalization Strategy,2025,Journal of Economics Management and Trade,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1136/bmjopen-2021-052651,Primary care micro-teams: a protocol for an international systematic review to describe and examine the opportunities and challenges of implementation for patients and healthcare professionals,2022,BMJ Open,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/jsen.2021.3060539,CMOS-Based Tactile Force Sensor: A Review,2021,IEEE Sensors Journal,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.35631/ijirev.513002,"DYNAMIC CAPABILITY, TECHNOLOGICAL ABILITY, INNOVATION AMBIDEXTERITY, AND AGILE LEADERSHIP: A HYPOTHESIZED RESILIENCY MODEL FOR PET CARE SERVICE MSME PROPRIETORS OF THE PHILIPPINES",2023,International Journal of Innovation and Industrial Revolution,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1097/md.0000000000006078,Economic evaluation of mobile phone text message interventions to improve adherence to HIV therapy in Kenya,2017,Medicine,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.17358/brcs.4.3.313,Transforming Consumer Behavior Through Cloud Kitchen and Digitalization Boosting MSMES Sustainability in The F&B,2023,Business Review and Case Studies,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/2046-4053-3-47,Micro-costing studies in the health and medical literature: protocol for a systematic review,2014,Systematic Reviews,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/icodt262145.2024.10740195,MAVLink Protocol: A Survey of Security Threats and Countermeasures,2024,2024 4th International Conference on Digital Futures and Transformative Technologies (ICoDT2),semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.51867/aqssr.2.2.10,"An Evaluation of the Effectiveness of Business Development Service Providers and Their Services for Micro and Small Enterprise Sustainability in Bungoma County, Kenya",2025,African Quarterly Social Science Review,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s12960-015-0059-6,Analysis of context factors in compulsory and incentive strategies for improving attraction and retention of health workers in rural and remote areas: a systematic review,2015,Human Resources for Health,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1136/bmjopen-2025-104243,General practitioner care of residential aged care facility residents at end of life: a systematic literature review and narrative synthesis,2025,BMJ Open,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1177/1938965519892907,A Micro-Level View of CSR: A Hospitality Management Systematic Literature Review,2020,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1177/00208523251398486,Meta-analysis in public administration research: An interdisciplinary perspective review in the age of open science,2025,International Review of Administrative Sciences,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s12904-025-01704-7,Factors influencing accessibility of palliative care: a systematic review and meta-analysis,2025,BMC Palliative Care,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.55081/jpj.v4i2.1104,Analysis of the Implications of Organizing Sports on Economic Growth (A Literature Review),2023,Jurnal Pendidikan Jasmani (JPJ),semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3399/bjgp.2022.0545,Primary care micro-teams: an international systematic review of patient and healthcare professional perspectives,2023,The British journal of general practice : the journal of the Royal College of General Practitioners,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/su16135277,Understanding Life-Cycle Greenhouse-Gas Emissions of Shared Electric Micro-Mobility: A Systematic Review,2024,Sustainability,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/temscon-aspac62480.2024.11024833,Implementation of Entrepreneurial Orientation in Micro Small and Medium Enterprises a Systematic Literature Review,2024,2024 IEEE Technology & Engineering Management Conference - Asia Pacific (TEMSCON-ASPAC),semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.69693/jeca.v1i1.7,Quick Response Code Indonesian Standard as a Digital Payment Solution to Increase the Turnover and Reduce the Circulation of Counterfeit Money,2024,Journal of Education and Computer Applications,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/healthcare12171742,Enablers of and Barriers to Perinatal Mental Healthcare Access and Healthcare Provision for Refugee and Asylum-Seeking Women in the WHO European Region: A Scoping Review,2024,Healthcare,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3389/feduc.2022.1006811,Exploring the potential of micro-credentials: A systematic literature review,2023,Frontiers in Education,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.31893/multirev.2025166,How eco-innovation affects sustainable performance: A systematic review,2024,Multidisciplinary Reviews,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.61506/01.00442,"Fintech in Pakistan: Current Landscape, Challenges, and Global Insights",2024,Bulletin of business and economics,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1097/qai.0000000000000175,"Lessons Learned From HPV Vaccine Delivery in Low-Resource Settings and Opportunities for HIV Prevention, Treatment, and Care Among Adolescents",2014,Journal of Acquired Immune Deficiency Syndromes,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.56225/gjbesd.v2i1.49,Relationship Between Work Competencies and Construction Expert Performance: A Review of Literature,2024,"Global Journal of Business, Economics &amp; Social Development",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1051/matecconf/201710005008,Top-Level Design and Practical Applications of Wisdom Campus in Chinese University—A Case of Wisdom Beihang,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.14419/vzrnm914,The Role of Financial Management in Improving The‎Sustainability of Agricultural Micro Enterprises in ‎Disadvantaged Areas,2025,International Journal of Accounting and Economics Studies,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/su13168676,"Shared E-Scooters: A Review of Uses, Health and Environmental Impacts, and Policy Implications of a New Micro-Mobility Service",2021,Sustainability,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.36253/techne-16949,Evaluation methods for waterfront public spaces: insights from different spatial scales in chinese and international cities,2025,TECHNE - Journal of Technology for Architecture and Environment,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.62207/2c7r5r03,Islamic Microfinance: Addressing Poverty Alleviation and Entrepreneurship Development,2024,Accounting Studies and Tax Journal (COUNT),semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1136/bmjoq-2019-000724,Quality planning for impactful improvement: a mixed methods review,2019,BMJ Open Quality,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.15405/epsbs.2024.05.33,The Key Success Factors in Empowering Zakat Microentrepreneurs Towards Financial Sustainability,2024,European Proceedings of Social and Behavioural Sciences,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.5812/jhealthscope.96366,Main Factors Leading to Supplier-Induced Demand in Iran: A Comprehensive Review,2020,Health Scope,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.52922/ti04640,Street-level drug law enforcement: An updated systematic review,2020,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.12688/hrbopenres.13377.1,Barriers and facilitators to the implementation of osteoarthritis management programmes in primary or community care settings: a systematic review and qualitative framework synthesis protocol,2021,HRB Open Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
