paper_key,bucket,year,citationCount,title,venue,abstract_excerpt,KEEP_OR_DROP
doi:10.1109/rew.2019.00010,B,2019,16,SysML Modeling Mistakes and Their Impacts on Requirements,2019 IEEE 27th International Requirements Engineering Conference Workshops (REW),"The Systems Modeling Language (SysML) represents a significant and increasing segment of industrial support for building critical systems. Because modeling is a human-centric activity, mistakes are unavoidable. Although there exist several software defect classifications, little is known about the mistakes pertaining t…",
doi:10.1590/0103-6513.212116,B,2017,15,Requirements processing for building design: a systematic review,,"Abstract Problems in buildings can often be traced back to the requirements processing in the design phases. In building design, requirements processing is mainly discussed under the term briefing and is a critical and a problematic process. This study focus on the design stage and aims to summarize and analyze require…",
doi:10.18844/gjit.v6i1.397,B,2016,14,Big data in software engineering: A systematic literature review,,"Purpose of Study: We investigate the big data studies using batch and/or streaming data generated in the process of software development lifecycle. All phases of application development phases are in our scope including but not limited to elicitation, requirements analysis, design, software implementation, version cont…",
doi:10.1109/access.2020.3043440,B,2021,14,Self-Adaptive Software Systems in Contested and Resource-Constrained Environments: Overview and Challenges,IEEE Access,"Self-adaptive approaches are a promising to address the dynamic and uncertain nature of the environments where today’s complex systems operate. In particular, systems operating in military environments, during crises or under unexpected conditions need to address critical concerns related to resource sparsity and the u…",
doi:10.22452/mjcs.vol34no1.5,B,2021,13,GLOBAL SOFTWARE DEVELOPMENT: A REVIEW OF ITS PRACTICES,Malaysian Journal of Computer Science,"Global Software Development (GSD) is multi-site software development with software teams scattered across different places around the world. To gain the benefits of the lower cost of software development and access to international talents, many organizations are using GSD. However, earlier studies reported that achiev…",
doi:10.1145/3475716.3475772,B,2021,12,A Model of Software Prototyping based on a Systematic Map,International Symposium on Empirical Software Engineering and Measurement,"Background: Prototyping is an established practice for user interface design and for requirements engineering within agile software development, even so there is a lack of theory on prototyping. Aims: The main research objective is to provide a means to categorise prototyping instances, in order to enable comparison an…",
doi:10.3390/software2020008,B,2023,12,A Review to Find Elicitation Methods for Business Process Automation Software,Software,Several organizations have invested in business process automation software to improve their processes. Unstandardized processes with high variance and unstructured data encumber the requirements elicitation for business process automation software. This study conducted a systematic literature review to discover method…,
doi:10.1109/rew53955.2021.00056,B,2021,11,Researcher or Crowd Member? Why not both! The Open Research Knowledge Graph for Applying and Communicating CrowdRE Research,2021 IEEE 29th International Requirements Engineering Conference Workshops (REW),"In recent decades, there has been a major shift towards improved digital access to scholarly works. However, even now that these works are available in digital form, they remain document-based, making it difficult to communicate the knowledge they contain. The next logical step is to extend these works with more flexib…",
doi:10.1109/rew.2019.00012,B,2019,11,Process Mining for Cloud-Based Applications: A Systematic Literature Review,2019 IEEE 27th International Requirements Engineering Conference Workshops (REW),"Process mining uses event log data to discover processes, hence enabling multiple requirements elicitation activities. As the number of applications deployed on a cloud infrastructure is increasing, it becomes important to understand their processes and the ways these existing systems are actually used. However, the cl…",
doi:10.1109/gucon48875.2020.9231058,B,2020,9,Software Requirements Modeling: A Systematic Literature Review,"2020 IEEE International Conference on Computing, Power and Communication Technologies (GUCON)","Software requirements modeling (SRM) is a subprocess of requirements engineering (RE) which is used to elicit and represent the need of the stakeholders. Different systematic literature reviews (SLR) have been performed in different areas of RE like requirements elicitation, stakeholder identification, requirements pri…",
doi:10.5753/jserd.2024.4086,B,2024,9,Investigating Conditioning Factors for Transparency in Software Ecosystems,Journal of Software Engineering Research and Development,"Software Ecosystems (SECO) are a set of actors interacting with a distributed market centered on a common technological platform to develop products and services. In this context, transparency allows third-party developers to learn processes and elements that integrate the SECO platform. This non-functional requirement…",
doi:10.37190/e-inf220101,B,2022,8,Self-Adaptation Driven by SysML and Goal Models - A Literature Review,e-Informatica Software Engineering Journal,"Background: Socio-cyber-physical systems (SCPSs) are a type of cyber-physical systems with social concerns. Many SCPSs, such as smart homes, must be able to adapt to reach an optimal symbiosis with users and their contexts. The Systems Modeling Language (SysML) is frequently used to specify ordinary CPSs, whereas goal …",
doi:10.22364/bjmc.2017.5.1.08,B,2017,8,Systematic Literature Review of the Cloud-ready Software Architecture,Baltic Journal of Modern Computing,Many companies are adopting cloud for hosting applications delivered as a service over the Internet. An application service delivered in this way is referred as Software as a Service (SaaS). The SaaS providers get benefits from getting cloud resources provisioned on-demand and through pay-as-you-go billing models. Thes…,
doi:10.1007/s00766-024-00424-3,B,2024,7,Modelling the quantification of requirements technical debt,Requirements Engineering,"Requirements Technical Debt (RTD) applies the Technical Debt (TD) metaphor to capture the consequences of sub-optimal decisions made concerning Requirements. Understanding the quantification of RTD is key to its management. To facilitate this understanding, we developed a conceptual model, the Requirements Technical De…",
doi:10.1145/3638067.3638109,B,2023,7,UX-MAPPER: A User eXperience Method to Analyze App Store Reviews,Simpósio Brasileiro de Fatores Humanos em Sistemas Computacionais,"The mobile app market has grown over the last decades. With the rise of app stores, users can easily choose an app from thousands, making them less tolerant of low-quality apps. More than ever, users are looking for apps that provide not only valuable functionalities but pleasurable experiences. Hence, User eXperience …",
doi:10.1109/conisoft52520.2021.00030,B,2021,7,Automatic Classification of Software Requirements using Artificial Neural Networks: A Systematic Literature Review,2021 9th International Conference in Software Engineering Research and Innovation (CONISOFT),Software requirements classification is a human-intensive task performed during the requirements analysis phase in software development. This literature review analyzes the state-of-the-art of the classification of software requirements using Artificial Neural Networks. Fourteen articles were selected to conduct the re…,
doi:10.5753/cbie.sbie.2020.552,B,2020,7,Jogos Sérios no Processo de Ensino e Aprendizagem de Interação Humano-Computador,,"Aiming to assist in the choice of serious games to support the teaching and learning process of the Human-Computer Interaction (HCI) discipline, this article presents a Systematic Literature Review (SLR) with the Reverse Snowballing procedure of articles published in the ACM databases, Springer, Scopus and the Extended…",
doi:10.31961/eltikom.v7i1.725,B,2023,6,A Systematic Literature Review on Blockchain Technology in Software Engineering,Jurnal ELTIKOM,"Blockchain technology is gaining increasing interest among software developers as a distributed and decentralized ledger for tracking the origin of digital assets. However, the application of blockchain in software engineering requires further attention. In this study, we aim to address the current challenges and explo…",
doi:10.7166/30-3-2244,B,2019,6,TOWARDS DESIGNING AN ARTEFACT EVALUATION STRATEGY FOR HUMAN FACTORS ENGINEERING: A LEAN IMPLEMENTATION MODEL CASE STUDY,South African Journal of Industrial Engineering,"Applying scientific methods to the evaluation of design science research artefacts is necessary to recognise the design process as design science research. Prior work has reported on this crucial evaluation component; however, limited information and guidance are available on the practices that should be followed. In t…",
doi:10.1016/j.infsof.2023.107323,B,2023,6,Systematic reviews in mobile app software engineering: A tertiary study,Information and Software Technology,Context: A number of secondary studies in the form of systematic reviews and systematic mapping studies exist in the area of mobile application software engineering. Objective: The focus of this paper is to provide an overview and analysis of these secondary studies of mobile app software engineering for researchers an…,
doi:10.1145/3605098.3635935,B,2024,6,How Facial Recognition Technologies Affect the Transgender Community? A Systematic Mapping Study,ACM Symposium on Applied Computing,"With large language models, smart surveillance watches and automated content moderation, AI entered a new phase. However, the increasing attention these solutions have gained is not only attached to their benefits. The adverse impacts of algorithms raised discussions in scientific literature and media outlets. The desi…",
doi:10.1109/seaa.2019.00067,B,2019,6,A Systematic Mapping Study of Value-Based Software Engineering,EUROMICRO Conference on Software Engineering and Advanced Applications,Integrating value-oriented perspectives into the principles and practices of software engineering is critical to ensure that software development and management activities address all key stakeholders' views and also balance short-and-long-term goals. This is put forward in the discipline of Value-Based Software Engine…,
doi:10.4067/s0718-33052018000300473,B,2018,6,"Metodologías, técnicas y herramientas en ingeniería de requisitos: un mapeo sistemático",,"espanolObtener y definir requisitos en etapas tempranas de un proyecto de software es una tarea compleja, por lo que diversos trabajos se han propuesto ayudar en las distintas actividades de la ingenieria de requisitos. Sin embargo, saber en que areas de la ingenieria de requisitos existen mayor cantidad de estudios y …",
doi:10.19153/cleiej.19.3.6,B,2016,6,An extended systematic mapping study about the scalability of i* Models,CLEI Electronic Journal,"i* models have been used for requirements specification in many domains, such as healthcare, telecommunication, and air traffic control. Managing the scalability and the complexity of such models is an important challenge in Requirements Engineering (RE). Scalability is also one of the most intractable issues in the de…",
doi:10.1109/access.2021.3072223,B,2021,6,Systematic Review on Software Quality in Educational Applications,IEEE Access,Approaches in teaching and learning have transformed significantly in tandem with the advances in computerised applications to support the process. Software quality characteristics such as usability is one of the non-functional requirements that must be taken into consideration when designing and developing educational…,
doi:10.1007/s00530-024-01350-8,B,2024,6,Analysis and design framework for the development of indoor scene understanding assistive solutions for the person with visual impairment/blindness,Multim. Syst.,This paper discusses the challenges of the current state of computer vision-based indoor scene understanding assistive solutions for the person with visual impairment (P-VI)/blindness. It focuses on two main issues: the lack of user-centered approach in the development process and the lack of guidelines for the selecti…,
doi:10.2139/ssrn.4245314,B,2023,6,An Integrated Fuzzy Multi-Criteria Decision-Making Methods for Service Selection: A Systematic Literature Review and Meta-Analysis,Social Science Research Network,Background: Service selection refers to the process of picking services that best fulfill the user's functional and non-functional requirements. It is possible to pick a web service or a cloud service. Researchers examined a large number of service selection assessments that utilized different services based on Quality…,
doi:10.3390/su13126765,B,2021,6,The Impact of Information System on Interactions of Child Welfare Professionals with Managers and Clients,Sustainability,The use of information systems in public child welfare agencies of different countries is challenging primarily for frontline practitioners. This paper unveils how material information system properties are involved in the interactions of child welfare practitioners with their clients and managers. We analyze the prope…,
doi:10.5220/0012632500003690,B,2024,5,On the Integration of Privacy-Enhancing Technologies in the Process of Software Engineering,International Conference on Enterprise Information Systems,": The class of technologies known as Privacy-Enhancing Technologies (PETs) has been receiving rising attention in the academic sphere. In practice, however, the adoption of such technologies remains low. Beyond the actual implementation of a PET, it is not clear where along the process of software engineering PETs shou…",
doi:10.5753/sbsi.2025.246613,B,2025,5,Ethical Requirements in the Age of Artificial Intelligence: A Systematic Literature Review,Brazilian Symposium on Information Systems,"Context: Software developers and users are growing concerned about the ethical use of software, especially with Artificial Intelligence (AI). In this context, we investigated how ethical requirements can be elicited and incorporated into software development. Problem: The challenge is identifying and defining effective…",
doi:10.1109/re57278.2023.00021,B,2023,5,Quantifying Requirements Technical Debt: A Systematic Mapping Study and a Conceptual Model,IEEE International Requirements Engineering Conference,"Requirements Technical Debt (RTD) is a research area where the Technical Debt (TD) metaphor is used to capture the consequences of sub-optimal decisions made concerning Requirements. Understanding the quantification of RTD is key to its management. To facilitate this understanding, we model the quantification of RTD. O…",
doi:10.3844/jcssp.2012.31.40,B,2012,5,"Information Systems Development Knowledge Sharing-Organizational Justice, Physical Distance and Social Interdependence",,"Problem statement: Knowledge hoarding in Requirements Elicitation (RE) phase could lead to Information Systems Development (ISD) project failure. Many researchers have discussed important factors in knowledge sharing. Nevertheless, the success rate for ISD projects is low and there are other major factors for considera…",
doi:10.19153/cleiej.18.2.0,B,2015,5,Preface to the Best Papers from CLEI 2014 Special Issue,CLEI Electronic Journal,"There has been a great effort to provide high quality at the conference: all papers were subjected to a rigorous review process, involving at least three independent reviews for each article, which allowed choosing a little over 100 articles to be presented at the conference, with an acceptance rate of around 30 percen…",
doi:10.14569/ijacsa.2024.0150983,B,2024,5,AI-Driven Prioritization Techniques of Requirements in Agile Methodologies: A Systematic Literature Review,International Journal of Advanced Computer Science and Applications,"—Software requirements are the foundation of a successful software development project, outlining the customer's expectations for the software's functionality. Conventional techniques of requirement prioritization present several challenges, such as scalability, customer satisfaction, efficiency, and dependency managem…",
doi:10.1016/j.dib.2017.07.075,B,2017,4,Data for the elaboration of the CIPROS checklist with items for a patient registry software system: Examples and explanations,Data in Brief,"The data presented relates to the publication “Enhancing Requirements Engineering for Patient Registry Software Systems with Evidence-based Components” (Lindoerfer and Mansmann, 2017) [1], which describes the strategy behind the development of the CIPROS checklist. This manuscript also compares CIPROS with general requ…",
doi:10.1002/smr.2628,B,2023,4,Requirement elicitation model for global software development vendors,J. Softw. Evol. Process.,"Requirements elicitation is critical phase of software development that involve direct communication of clients and vendors. In global software development (GSD), importance of requirements elicitation becomes more critical due to geographical distance. The aim of this research is to design and implement requirement el…",
doi:10.1007/978-3-031-15559-8_27,B,2022,4,A Method for Deriving Technical Requirements of Digital Twins as Industrial Product-Service System Enablers,European Conference on Software Process Improvement,". Industrial Product-Service Systems (IPSS) are increasingly dominant in several sectors. Predominant value-adding services provided for industrial assets such as production systems, electric power plants, and car fleets are remote asset maintenance, monitoring, control, and reconfiguration. IPSS designers lack methods…",
doi:10.1145/3535511.3535524,B,2022,3,How are the interoperability requirements addressed in the Systems-of-Systems context?,Brazilian Symposium on Information Systems,"Context: To achieve economic advantages and broader business goals, organizations participate in mergers, acquisitions or joint ventures processes, aiming to form alliances of organizations. In this context, when integrating the information systems of these organizations, Systems-of-Systems (SoS) arise. Each constituen…",
doi:10.7717/peerj-cs.1782,B,2024,3,Eliciting and modeling emotional requirements: a systematic mapping review,PeerJ Computer Science,"Context Considering users’ emotions plays an extremely crucial role in the adoption and acceptance of recent technology by the end user. User emotions can also help to identify unknown requirements, saving resources that would otherwise be wasted if discovered later. However, eliciting and modeling users’ emotional req…",
doi:10.1109/tla.2019.8863320,B,2019,3,Using GORE in Big Data: A Systematic Mapping Study,IEEE Latin America Transactions,"Big Data has developed rapidly into a hot topic that generates great attention in academia, industry and governments around the world because of its ability to process large volumes of data at a reasonable speed. The real value of Big Data lies in the help to business decision making, so it requires appropriate methods…",
doi:10.5220/0012572800003657,B,2024,3,Are End-Users Participating in the Life Cycle of Healthcare Application Development? An Analysis of the Opportunities and Challenges of the Use of HCI Techniques in the Healthcare Sector,International Joint Conference on Biomedical Engineering Systems and Technologies,": Health information systems (HIS) play a fundamental role in society, providing a solid technological basis for collecting, storing, processing, and making decisions in the healthcare sector. Due to the significant increase in software solutions and the limitations arising from the difficulties associated with masteri…",
doi:10.32598/sija.15.3.2828.1,B,2020,3,Capabilities and Requirements of the Elderly Remote Health Monitoring,,"Objectives: Telehealth management systems for elderly people should have the features, capabilities, and infrastructure that meet home care managementchr('39')s diverse needs. Since there is no valid and reliable questionnaire to determine these requirements, this studychr('39')s primary purpose was to determine a tele…",
ss:4ec45e068d478f6fa40ce119edeb7be15fea6558,B,2017,2,A Thematic Study of Requirements Modeling and Analysis for Self-Adaptive Systems,arXiv.org,"Over the last decade, researchers and engineers have developed a vast body of methodologies and technologies in requirements engineering for self-adaptive systems. Although existing studies have explored various aspects of this topic, few of them have categorized and summarized these areas of research in require-ments …",
ss:5fc62339115dd42c4b6a521204ce70f37a24bfec,B,2021,2,Identification and Measurement of Technical Debt Requirements in Software Development: a Systematic Literature Review,arXiv.org,"Context: Technical Debt requirements are related to the distance between the ideal value of the spec- iﬁcation and the system’s actual implementation, which are consequences of strategic decisions for immediate gains, or unintended changes in context. To ensure the evolution of the software, it is nec- essary to keep i…",
doi:10.1145/3592813.3592925,B,2023,2,Identifying and Measuring Technical Debt in Software Requirements: a supporting guide,Brazilian Symposium on Information Systems,"Context: Identification and measurement are the first steps in managing a Technical Debt (TD). They are essential to know the type of TD and estimate its impact on the software. Problem: However, in requirements engineering, these steps are little explored in academic research since the measurement is considered one of…",
doi:10.1145/3640471.3680236,B,2024,2,Cultural influence on RE activities: An extended analysis of state of the art,International Conference on Human-Computer Interaction with Mobile Devices and Services,"Designing mobile software that aligns with cultural contexts is crucial for optimizing human-computer interaction. Considering cultural influences is essential not only for the actual set of functional/non-functional requirements, but also for the whole Requirement Engineering (RE) process. Without a clear understandin…",
ss:790e9070344613df49d3dead6b4abe8a2593e7de,B,2020,2,Environment Modeling for Adaptive Systems: A Systematic Literature Review,arXiv.org,"[Context & Motivation] Adaptive systems are an important research area. The dominant reason for adaptivity in systems are changes in the environment. Thus, it is an important question how to model the environment and how to determine the necessary information on this environment in the requirements engineering phase. […",
doi:10.5753/jisa.2025.5252,B,2025,2,"A Comprehensive Review of Techniques, Methods, Processes, Frameworks, and Tools for Privacy Requirements",Journal of Internet Services and Applications,"Context: Requirements Engineering (RE) relies on the collaboration of various roles—such as requirements engineers, stakeholders, and developers—and various techniques, methods, processes, frameworks, and tools. This makes RE a highly human-dependent process that benefits greatly from tool support. Understanding how th…",
doi:10.1109/icsess47205.2019.9040720,B,2019,2,An Empirical Evaluation of Machine Learning Algorithms for Identifying Software Requirements on Stack Overflow: Initial Results,2019 IEEE 10th International Conference on Software Engineering and Service Science (ICSESS),Context: The recent developments made during the last decade or two in requirements engineering (RE) methods have seen a rise in using different machine-learning (ML) algorithms to solve some complex RE problems. One such problem is identifying and classifying software requirements on Stack Overflow (SO). The suitabili…,
doi:10.4018/978-1-5225-9448-2.ch005,B,2019,2,Knowledge Management Initiatives in Agile Software Development,Human Factors in Global Software Engineering,Agile software development (ASD) is a knowledge-intensive and collaborative activity and thus Knowledge Management (KM) principals should be applied to improve the productivity of the whole ASD process from the beginning to the end of the phase. The goal is to map the evidence available on existing researches on KM ini…,
doi:10.1109/fie.2018.8658529,B,2018,2,Teaching Multidisciplinary Teams Requirements for Undergraduate Students: an Approach to Augmented Reality Software in Design Thinking Context,Frontiers in Education Conference,"Augmented Reality (AR) has the advantage of allowing the use of tangible actions and multimodal operations. It is believed that the development of AR scenarios is a difficult task, requiring knowledge and understanding in several areas. With this, the disciplines of Software Engineering play a fundamental role in the d…",
doi:10.1109/icaisd63055.2024.10895318,B,2024,2,Unveiling Serverless: A Systematic Review of Software Architectures,2024 International Conference on Advanced Information Scientific Development (ICAISD),"Serverless architectures and Function as a Service (FaaS) are revolutionizing software development by allowing developers to focus on coding without managing infrastructure. This study explores the principles, challenges, and solutions related to serverless architecture and FaaS, focusing on their impact on developer e…",
doi:10.5753/jis.2024.4240,B,2024,2,Is My Child Safe Online? - On Requirements for Parental Control Tools in Apps used by Children,Journal of Interactive Systems,"Following the Covid-19 pandemic, children have increased their use of mobile electronic devices to access the internet. Among the main applications used by children between 9 and 17 years old are the social and communication media platforms Instagram and TikTok. Consequently, they are more exposed to risky situations (…",
doi:10.1145/3624062.3624285,B,2023,2,A Systematic Mapping Study of Italian Research on Workflows,SC Workshops,"An entire ecosystem of methodologies and tools revolves around scientific workflow management. They cover crucial non-functional requirements that standard workflow models fail to target, such as interactive execution, energy efficiency, performance portability, Big Data management, and intelligent orchestration in the…",
doi:10.11648/j.ajetm.20240904.11,B,2024,2,The Critical Role of Product Managers and Their Responsibilities in Software Startups: A Systematic Literature Review,American Journal of Engineering and Technology Management,"In the high-paced, uncertain, and resource-constrained environment of software startups, achieving product–market fit and acquiring initial customers are critical yet challenging tasks. These challenges are often exacerbated by the absence of strategic planning, inefficient requirements selection processes, inadequate …",
doi:10.1145/3727967.3756825,B,2025,1,Automating Requirements Classification: A Systematic Literature Review and Ensemble LLM-Based Approach,EASE Companion,"Accurately classifying software requirements into Functional Requirements (FR) and Non-Functional Requirements (NFR) categories is essential for project success, yet manual classification remains labor-intensive, highly domain-dependent, and prone to ambiguity. In this study, we first perform a systematic literature re…",
doi:10.1002/smr.70020,B,2025,1,Requirements Engineering Model (REM): An Assessment Model for Software Vendor Organizations,J. Softw. Evol. Process.,"Requirements engineering (RE) is important phase of software development life cycle. Among different RE phases include, requirements elicitation, requirements analysis, requirements specification, requirements validation, and requirements management. There is essential need of an assessment model where software organiz…",
doi:10.1109/icacs64902.2025.10937875,B,2025,1,"Detecting Cross-Domain Ambiguity In Requirements Through Natural Language Processing, A Systematic Literature Review",International Conference on Advancements in Computational Sciences,A strong foundation for a project is the first step to measuring or estimating the success parameters of a project. Requirement engineers gather and elicit the requirements of the project in detail after the feasibility study. A project’s success can be measured/estimated if and only if the initially collected requirem…,
doi:10.1109/icsrs48664.2019.8987610,B,2019,1,Tool-Supported Requirement Engineering: A Categorization of the State of the Art and Research Trends,International Conference on System Reliability and Safety,"The multiple activities that are part of Requirements Engineering (RE) are benefited from the support of software tools that assists the application of diverse techniques. Given the importance of this phase in software development and specifically in product safety, this article aims to compile the current status of so…",
doi:10.5220/0009823600370048,B,2020,1,Business to System Requirements Agile Mapping,International Conference on E-Business and Telecommunication Networks,"Business and Information Technology (IT) alignment methods and models have been developed for the last few years. Mainly, they focus on strategic alignment, however, the misunderstanding and lack of alignment are hidden in requirement mapping methods, tools, and approaches. Therefore, the paper aim is to present a mode…",
doi:10.1109/csce60160.2023.00120,B,2023,1,Towards Modeling Functional Requirements From Tacit Knowledge,"2023 Congress in Computer Science, Computer Engineering, & Applied Computing (CSCE)",Requirements Elicitation is the process of identifying system needs by talking with stakeholders who have a direct or indirect effect on the requirements. Requirements may be derived from several sources and are one of the most important phases of requirement engineering. We need to perform different elicitation techni…,
doi:10.48550/arxiv.2510.08990,B,2025,1,Towards a Taxonomy of Sustainability Requirements for Software Design,arXiv.org,"Software systems are a significant contributor to global sustainability concerns, demanding that environmental, social, technical, and economic factors be systematically addressed from the initial requirements engineering phase. Although existing research provides various sustainability requirements (SRs), these contri…",
doi:10.1109/ictas59620.2024.10507143,B,2024,1,Leveraging Software Engineering Practices to Enhance Nursing Informatics Systems Development: A Systematic Literature Review,Conference on Information Communications Technology and Society,"Nursing informatics (NI) integrates nursing knowledge with IT, making a difference in patient outcomes as well as better healthcare processes. Software Engineering (SE) principles deliver quality, efficiency, and optimal industry requirements in the NI system development process. This systematic literature review focus…",
doi:10.1109/icitri62858.2024.10699000,B,2024,1,A Systematic Literature Review on Requirement Validation of Agile Requirement Engineering,2024 International Conference on Information Technology Research and Innovation (ICITRI),"In software development, requirement engineering (RE) is crucial for ensuring the quality of software. During software development, various methods of RE can be used to handle process requirements, one of which is agile RE. Agile RE can mitigate issues associated with traditional RE approaches. However, like any method…",
doi:10.5753/webmedia_estendido.2024.243944,B,2024,1,Estado da Arte sobre Engenharia de Requisitos e Explicabilidade em Sistemas Baseados em Aprendizado de Máquina,Brazilian Symposium on Multimedia and the Web,"With the recent growth in the use of Machine Learning (ML)-based software, concerns arise regarding explaining the results generated. Explanations help with transparency and increase stakeholder trust. Explainability, a term used to refer to these explanations, is considered a non-functional requirement (NFR) that subs…",
doi:10.1109/icccnt61001.2024.10724868,B,2024,1,Exploring the Landscape of Cloud Robotics: A Comprehensive Review,International Conference on Computing Communication and Networking Technologies,"Cloud robotics is an innovative field that leverages cloud technologies-including cloud computing (CC), cloud storage, deep learning, big data, and the Internet of Things to augment the capabilities of robotics. This integration facilitates the execution of robotic functions through a converged infrastructure and share…",
doi:10.37936/ecti-cit.2025192.258621,B,2025,1,A Systematic Mapping Review: Tracking the Relationships Between Software Artifacts using NLP,ECTI Transactions on Computer and Information Technology,"In software development, traceability from requirements to realization is essential, yet manual tracing is labour-intensive and prone to errors. Requirements Traceability (RT) is crucial for effective management and impact assessment. This paper explores the application of Natural Language Processing (NLP) in requireme…",
doi:10.23919/cisti49556.2020.9140957,B,2020,1,Systematic Literature study on estimation and prioritization of quality requirements in software development,Iberian Conference on Information Systems and Technologies,"Quality requirements (also known as non-functional requirements) are those that address the quality of the software. They involve diverse aspects such as availability, security, performance, scalability, portability and usability, among others. Continuous technological advances such as cloud computing or the Internet o…",
doi:10.1109/iisa66859.2025.11311299,B,2025,1,IoT Solutions with Edge Computing in Industry 4.0: A Review,"International Conference on Information, Intelligence, Systems and Applications","The demand for Edge Computing in Industry 4.0 is significant, especially in production environments where rapid decision-making is essential. However, implementing Edge Computing solutions in an industrial Internet of Things (IoT) network poses substantial challenges, including scalability. This paper presents a system…",
doi:10.1109/icsa56044.2023.00017,B,2023,1,Software Architecture for IoT-based Indoor Positioning Systems for Ambient Assisted Living,International Conference on Software Architecture,"Indoor positioning is an important element in context-aware applications, especially based on the internet of things (IoT). Elderly people or people with specific needs can benefit from such applications by providing them with an ambient assisted living (AAL). Indoor positioning system (IPS) applications can be deploye…",
doi:10.5753/sbcars.2024.3859,B,2024,1,A Catalog of Interoperability Solutions for Ambient Assisted Living,"Brazilian Symposium on Software Components, Architectures and Reuse","As the global population of older adults continues to increase, there is a growing need for innovative technology solutions to improve their well-being and care. One prominent example is the Ambient-Assisted Living (AAL) domain, which involves the connection of many subsystems and heterogeneous devices to offer intelli…",
doi:10.1109/cimps61323.2023.10528838,B,2023,0,Secondary Study on Social Factors that Affect the Prioritization of Software Requirements,2023 12th International Conference On Software Process Improvement (CIMPS),"requirements, in the context of the software development process. The study uses an ad hoc methodology to perform Systematic Reviews of Literature in Software Engineering. The objective was to analyze primary studies developed in the review period around the requirements process, particularly in prioritization tasks, f…",
doi:10.1109/ice/itmc65658.2025.11106663,B,2025,0,Navigating Sustainability and Legal Constraints in Software Engineering for the Battery Industry: A Research Agenda,"International Conference on Engineering, Technology and Innovation","More and more companies need to incorporate sustainability in requirements and integrate them into their business processes for various reasons. Following the dissemination of the Green Deal, the European Union is obliging companies to act more sustainably, since otherwise, sanctions and penalties may be imposed. There…",
doi:10.5753/jserd.2025.5097,B,2025,0,Natural Language Processing in Software Engineering: A Systematic Literature Review,Journal of Software Engineering Research and Development,"Context: Software engineering (SE) artifacts and documents, such as requirements specifications, user stories, test cases, and concepts of operations (ConOps), are typically written in natural language, making their manipulation challenging. Natural Language Processing (NLP) is a viable solution for managing these task…",
doi:10.12957/cadinf.2021.68156,B,2022,0,Toward Requirements for Embedded Systems,Cadernos do IME - Série Informática,"Context: Embedded System (ES) is a component of a larger system embedded in a product, it is designed to repeatedly perform a specific function, while maintaining its operation under different constraints. For this reason, these systems are highly complex. Therefore, the challenges for effective and efficient developme…",
doi:10.1109/fllm67465.2025.11390990,B,2025,0,Towards the Integration of Large Language Models into the Software Development Life Cycle: A Systematic Literature Review,2025 3rd International Conference on Foundation and Large Language Models (FLLM),"Models (LLMs) are reshaping the Software Development Life Cycle (SDLC) by introducing new levels of automation and intelligent assistance across core phases, including requirements engineering, design, testing, and maintenance. Previous works have examined the adoption of LLM in these areas, but have overlooked its inf…",
ss:ae1272ec857db8a52744ac72de3a6d83d31128c2,B,2017,0,Review on Requirements Modeling and Analysis for Self-Adaptive Systems: A Ten-Year Perspective,arXiv.org,"Context: Over the last decade, software researchers and engineers have developed a vast body of methodologies and technologies in requirements engineering for self-adaptive systems. Although existing studies have explored various aspects of this field, no systematic study has been performed on summarizing modeling meth…",
doi:10.1109/sccc67219.2025.11420613,B,2025,0,Generative Artificial Intelligence for AgileRE: A Systematic Mapping,International Conference of the Chilean Computer Science Society,"This article presents a systematic mapping study on the use of Generative Artificial Intelligence (GenAI) in Agile Requirements Engineering (AgileRE) processes. Given the increasing integration of large language models (LLMs) such as GPT-3, GPT-4, and Codex into software development, this study explores their specific …",
doi:10.1109/iccsai53272.2021.9609706,B,2021,0,Factors that Affect Data Gathered Using Interviews for Requirements Gathering,International Conference on Computer Science and Artificial Intelligence,"Building software does not rely heavily on the technical side, i.e., coding. There are initial steps that need to be done before constructing the software, that is requirements gathering. Requirements gathering is frequently called as requirements elicitation because the good requirements cannot just be collected from …",
doi:10.1109/icsa-c63560.2024.00044,B,2024,0,Sustainability Integration of Artificial Intelligence into the Software Development Life Cycle,2024 IEEE 21st International Conference on Software Architecture Companion (ICSA-C),The onslaught of artificial intelligence (AI) in the global scientific and industrial landscape has brought with it far-reaching implications into how the software development process can be transformed. This article presents a systematic literature review focused on the integration of AI into the software development …,
doi:10.5220/0004911404650472,B,2014,0,Towards the Design of a Mobile Mental Health Self-help System for Emergency Rescuers - A Pilot Study,International Conference on Health Informatics,"This study explores the psychological need of emergency rescuers and proposes a strategy for addressing these needs through intelligent virtual advisory tools named ERMS. Drawing on the design science paradigm in the information systems discipline, we explore the key design principals that influence the value of the me…",
ss:46f230381d55120cfd717a76a70b0c03b3a0b5cc,B,2022,0,Decision Models for Selecting Federated Learning Architecture Patterns,,"Federated machine learning is growing fast in academia and industries as a solution to solve data hungriness and privacy issues in machine learning. Being a widely distributed system, federated machine learning requires various system design thinking. To better design a federated machine learning system, researchers ha…",
