paper_key,title,year,venue,source,verdict,reason,type,override_verdict
doi:10.1097/sla.0000000000001842,We Are Doing It Because They Demanded It.,2017,Annals of Surgery,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s41999-024-00957-4,Value of the Safety Management System (VMS) frailty instrument as a frailty screener in care for older hospital patients: a systematic review,2024,European Geriatric Medicine,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.26355/eurrev_202203_28331,Medial collateral ligament partial release in knee arthroscopy: different techniques and functional outcomes.,2022,European Review for Medical and Pharmacological Sciences,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/s23094230,Algorithms and Techniques for the Structural Health Monitoring of Bridges: Systematic Literature Review,2023,Italian National Conference on Sensors,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1111/acps.13591,Comorbidity in Pediatric Bipolar Disorder: An Unmet Challenge in Need of Treatment Studies,2023,Acta Psychiatrica Scandinavica,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.4304/jetwi.1.2.153-160,eHealth Interoperability with Web-based Medical Terminology Services - A Study of Service Requirements and Maturity,2009,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.2196/42341,"Identifying Risk Factors, Patient-Reported Experience and Outcome Measures, and Data Capture Tools for an Individualized Pain Prediction Tool in Pediatrics: Focus Group Study",2022,JMIR Perioperative Medicine,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.1007/s11205-025-03642-6,New Integrative Model of the Quality of Urban Life: A Systematic Review,2025,Social Indicators Research,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:844a71c122db51e2f0a9f133c9363d729c1a13d9,English Translation Studies under the System of Functional Linguistics,2019,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/saci.2018.8440972,Fit Gap Analysis Methods for ERP Systems Literature Review,2018,International Symposium on Applied Computational Intelligence and Informatics,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.15562/ism.v14i2.1743,Septic arthritis of the temporomandibular joint: a systematic review,2023,Intisari Sains Medis,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1024/0300-9831/a000281,A Systematic Review of Global Alpha-Tocopherol Status as Assessed by Nutritional Intake Levels and Blood Serum Concentrations.,2016,International journal for vitamin and nutrition research. Internationale Zeitschrift fur Vitamin- und Ernahrungsforschung. Journal international de vitaminologie et de nutrition,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:889b0cf9e7cc2eaf7066a0b888454580930b4d16,Mini Mart Management System,2004,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1155/2015/568607,Application of Systems Biology and Bioinformatics Methods in Biochemistry and Biomedicine 2014,2013,BioMed Research International,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:88bf6a6903975ff2fff10e5dec2d94e24c7766b2,Reviewing the Interrelation Between Information Security and Culture: Toward an Agenda for Future Research,2021,CIISR@Wirtschaftsinformatik,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1017/s1041610215001490,Decision-making capacity evaluation in adult guardianship: a systematic review,2015,International Psychogeriatrics,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.63544/ijss.v1i1.3,Effect of Internet Addiction on School Going Children,2022,Inverge Journal of Social Sciences,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.58729/1941-6679.1116,Similarities and Differences of Custom Designed ERP Systems Development and Implementation in Two Cases in Services and Manufacturing,2008,Journal of International Technology and Information Management,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1155/2020/8865889,Neuroprosthesis Devices Based on Micro- and Nanosensors: A Systematic Review,2020,J. Sensors,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:8a5d8474be8463bb3bf45208aae3ac99483e88c0,Exploring the role of Environment-Behavior Studies (EBS) in Residential Architecture- From Literature Review to Field Study,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.63345/ijrmeet.org.v13.i3.11,"The Impact of Data Privacy Laws, such as GDPR, on the Design and Operation of WMS",2025,International Journal of Research in Modern Engineering &amp; Emerging Technology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1093/geront/gnad003,Examining Satisfaction and Quality in Home- and Community-Based Service Programs in the United States: A Scoping Review.,2023,The gerontologist,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1590/s1809-48722011000300016,Long-term results by using cochlear Implants on children: Systematic review,2011,Arquivos Internacionais de Otorrinolaringologia,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/icitsi.2017.8267925,A systematic literature review of the improved agile software development,2017,International Conference on Information Technology Systems and Innovation,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/s12911-023-02199-z,Developing a mobile health application for wound telemonitoring: a pilot study on abdominal surgeries post-discharge care,2023,BMC Medical Informatics and Decision Making,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1093/schbul/sbaa033,Revisiting the Potential of EEG Neurofeedback for Patients With Schizophrenia.,2020,Schizophrenia bulletin,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.54259/manabis.v2i1.1547,FAKTOR-FAKTOR YANG MEMPENGARUHI KUALITAS SUMBER DAYA MANUSIA TERHADAP SISTEM INFORMASI MANAJEMEN RUMAH SAKIT (SIMRS),2023,MANABIS: Jurnal Manajemen dan Bisnis,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3389/fonc.2024.1231757,Safety and usability of oncology information systems – a systematic review,2024,Frontiers in Oncology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1609/aies.v7i1.31700,Habemus a Right to an Explanation: so What? - A Framework on Transparency-Explainability Functionality and Tensions in the EU AI Act,2024,"AAAI/ACM Conference on AI, Ethics, and Society",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.apergo.2017.01.003,Work boot design affects the way workers walk: A systematic review of the literature.,2017,Applied Ergonomics,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:9055d927c1f4163421d26e26409541925acf495d,"NURSE-REPORTED VS. PATIENT-REPORTED SYMPTOM OCCURRENCE, SEVERITY, AND AGREEMENT USING THE THERAPY- RELATED SYMPTOMS CHECKLIST (TRSC) IN CANCER PATIENTS",2015,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:918f983cdb0629e76f520df1536840c8fec38f1d,Leveraging Maximum Benefit from the Intangible Asset-Knowledge : An Model : Empirical Evidence in IT Industry in Bangalore,2013,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/978-3-031-53227-6_1,Functional Requirements for Enterprise Data Catalogs: A Systematic Literature Review,2023,International Conference on Software Business,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.1186/s12911-025-02958-0,Pseudonymization tools for medical research: a systematic review,2025,BMC Medical Informatics and Decision Making,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1111/j.1365-2591.2009.01561.x,Endodontics or implants? A review of decisive criteria and guidelines for single tooth restorations and full arch reconstructions.,2009,International Endodontic Journal,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/access.2019.2901814,Review of Automated Systems for Upper Limbs Functional Assessment in Neurorehabilitation,2019,IEEE Access,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.msksp.2025.103371,Pre-operative pain catastrophising and resilience correlate with function and pain outcomes following total knee arthroplasty: A systematic review.,2025,Musculoskeletal Science and Practice,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.47772/ijriss.2025.903sedu0382,The Instruments used to Assess Health Literacy of Prostate Cancer in Indigenous and Non-Indigenous Population: A Scoping Review,2025,International journal of research and innovation in social science,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/app132212120,The State of the Art of Biomechanics Applied in Ergonomic Furniture Design,2023,Applied Sciences,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1177/19476035231205678,Osteochondral Allograft Transplantation in the Shoulder: A Systematic Review of Indications and Outcomes,2023,Cartilage,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1080/17452007.2015.1092941,Post-occupancy evaluation of a university student cafeteria,2016,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.7363/020115,Prematurity at birth and increased cardiovascular risk: is a metabolomic approach the right solution?,2013,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/inocon57975.2023.10101235,Applications of Blockchain Technology in Project Management — A Systematic Literature Review,2023,2023 2nd International Conference for Innovation in Technology (INOCON),semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.35870/ijsecs.v5i3.5229,Design of Recapitulation System Pending Inpatient Claims to Enhance BPJS Verification Efficiency Using Extreme Programming,2025,International Journal Software Engineering and Computer Science (IJSECS),semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3724/j.fjyl.la20250056,Human-Oriented Scene-Based City Building: Construction Pathway for Beijing’s Garden Scene from the Perspective of the Theory of Scenes,2025,Landscape architecture,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.24875/gmm.m19000292,[Recomendaciones sobre la utilización de las fórmulas infantiles con proteína aislada de soya en la alimentación del lactante. Documento de posición basado en la evidencia].,2020,Gaceta Médica de México,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:988824dc9d96ca942cdae9b6112c85946c3f2784,Soil Quality Assessment under Emerging Regulatory 1 Requirements 2,2010,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.7759/cureus.68227,A Systematic Review of the Relationship Between Neonatal Hypoxic-Ischemic Encephalopathy and Long-Term Cognitive Outcomes: Where Do We Stand?,2024,Cureus,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/iciss66954.2025.11389385,Systematic Literature Review of Security Challenges in Cloud-Edge Computing: Comparative Analysis of Common Criteria ISO 15408,2025,International Conferences on Information Science and System,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
ss:994f03a649699ab7751ca3d4a30f1dfb8a8e4c58,Why physicians switch electronic health record vendors,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:9af689005828dbbbec9de1bd1bad6c89fb3d4ed6,The Effect of Text Spacing After the Period on Time for On-Screen Reading Tasks,2003,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.28945/5265,Computer-Assisted Career Guidance Tools for Students' Career Path Planning: A Review on Enabling Technologies and Applications,2024,J. Inf. Technol. Educ. Res.,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.4103/jpbs.jpbs_1320_25,Treatment Strategies for Oral Cavity and Oropharyngeal Squamous Cell Carcinoma: A Systematic Review of Neoadjuvant Chemotherapy and Transoral Robotic Surgery,2025,Journal of Pharmacy and Bioallied Sciences,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s10029-022-02735-2,Response to comment: Short-term outcomes of minimally invasive retromuscular ventral hernia repair using an enhanced view totally extraperitoneal (ETEP) approach: systematic review and meta-analysis,2023,Hernia,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.jobe.2021.103039,Combined multi-attribute inpatient thermal comfort requirements in hospitals: A designer's assessment method,2021,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1097/ccm.0b013e31819d2dd5,Recognizing rehabilitation resource needs: role of critical care practitioners.,2009,Critical Care Medicine,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1093/bjs/znae163.700,625 A Review of the Current Use and Future Impact of Smart Implants in Spinal Fusion Surgery,2024,British Journal of Surgery,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.55057/ajress.2024.6.2.21,Evaluation of AIGC Design of Yixing Zisha on the basis of Fuzzy Analytic Hierarchy Process,2024,Asian Journal of Research in Education and Social Sciences,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.2196/resprot.3041,"A Smartphone-Based Pain Management App for Adolescents With Cancer: Establishing System Requirements and a Pain Care Algorithm Based on Literature Review, Interviews, and Consensus",2014,JMIR Research Protocols,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
ss:a1ebb8526bd9ec10dc6ef1ececddf222af1db8a5,Integrating social and biophysical data to develop and evaluate marine protected area planning at a local scale: the 1998 Cairns Area Plan of Management as a case study,2006,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1136/bmjsem-2024-002389,Lower extremity functional performance tests and their measurement properties in athletes: a systematic review and narrative synthesis,2025,BMJ Open Sport & Exercise Medicine,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:a30ed644709ee153312e507c43a90d4514d34bea,Problems with Evidence Assessment in COVID-19 Health Policy Impact Evaluation (PEACHPIE): A systematic review of study design and evidence strength,2021,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s10195-014-0293-z,Non-operative treatment versus percutaneous fixation for minimally displaced scaphoid waist fractures in high demand young manual workers,2014,Journal of Orthopaedics and Traumatology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.7759/cureus.93045,"Infection, Healing, and Cost in Open Fractures: A Review of Negative Pressure Wound Therapy",2025,Cureus,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/app112110448,UX in AR-Supported Industrial Human–Robot Collaborative Tasks: A Systematic Review,2021,Applied Sciences,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.15187/adr.2015.05.28.2.215,공공공간 이용의 사회적 형평성 개선방안에 관한 연구,2015,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s00464-015-4263-1,Current state of micro-robots/devices as substitutes for screening colonoscopy: assessment based on technology readiness levels,2016,Surgical Endoscopy,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.58252/artukluhealth.1566573,General Data Protection Regulation Compliance and Privacy Protection in Wearable Health Devices: Challenges and Solutions,2024,Artuklu Health,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.62517/jiem.202403112,Theoretical Construction and Development Trends of Intelligent Manufacturing Systems in the Industry 4.0 Environment,2024,Journal of Industry and Engineering Management,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.2196/60216,Development of a Mobile-Based Personal Health Record for Pediatric Attention-Deficit/Hyperactivity Disorder Management: Protocol for a Study Based on Action Research Design,2024,JMIR Research Protocols,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.7326/m13-1531,Health Information Technology: An Updated Systematic Review With a Focus on Meaningful Use,2014,Annals of Internal Medicine,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/su17188509,Reducing the Environmental Impacts of Pig Production Through Feed Reformulation: A Multi-Objective Life Cycle Assessment Optimisation Approach,2025,Sustainability,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1515/cclm-2011-0814,Neutrophil gelatinase-associated lipocalin (NGAL) as biomarker of acute kidney injury: a review of the laboratory characteristics and clinical evidences,2012,Clinical Chemistry and Laboratory Medicine,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.jestch.2020.11.006,Linking software requirements and conceptual models: A systematic literature review,2021,,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.1111/dmcn.14314,"Establishing community pathways for the early recognition of cerebral palsy: red flags, enablement, and family support",2020,Developmental Medicine & Child Neurology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.31473/2305-5987-2025-1-36(50)-13,VETERINARY AND SANITARY RULES FOR THE FUNCTIONING OF SMALL POULTRY FARMS: AN OVERVIEW OF KEY REQUIREMENTS,2025,Technical and technological aspects of development and testing of new machinery and technologies for agriculture of Ukraine,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:b12077f66d0be014fb956693090abae861f84079,Score intervals for the difference of two binomial proportions,2009,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.33137/cpoj.v7i1.43827,"Active, Actuated, and Assistive: a Scoping Review of Exoskeletons for the Hands and Wrists",2024,Canadian Prosthetics & Orthotics Journal,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.aime.2021.100060,Human-robot collaborative systems: Structural components for current manufacturing applications,2021,Advances in Industrial and Manufacturing Engineering,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.32749/nucleodoconhecimento.com.br/computer-science/embedded-software,Verification and validation of embedded software in an automotive context: a systematic literature review,2023,Revista Científica Multidisciplinar Núcleo do Conhecimento,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1136/bmjno-2021-anzan.57,"057 Neuropathic pain in multiple sclerosis: impact of spinal cord stimulation, an under-utilised modality?",2021,Poster abstracts,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:b38a4dab4d5bbc3fbe04a21e41f23dc92fc5d41e,REMOTE CARE FOR ELDERLY PEOPLE SUFFERING FROM DEMENTIA: A NOVEL INFORMATION SYSTEM DESIGN,2013,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s12055-023-01502-x,How much does the postoperative delirium really count as a risk factor for poorer quality of life with long-term cognitive and functional decline after cardiac surgery?,2023,Indian Journal of Thoracic and Cardiovascular Surgery,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:b4732f2292c21d992df8ca1e7fbff22cc9645641,A post-implementation evaluation method for enterprise architecture / Fatemeh Nikpay,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1097/grf.0000000000000475,Enhanced Recovery After Surgery and Acute Postoperative Pain Management.,2019,Clinical obstetrics and gynecology,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1186/1745-6215-14-s1-p128,Trial steering committees for randomised controlled trials: updating and redeveloping guidance and terms of reference informed by current practice and experience,2013,Trials,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.7326/0003-4819-145-10-200611210-00005,Enhancing the Quality of Life of Dementia Caregivers from Different Ethnic or Racial Groups,2006,Annals of Internal Medicine,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1142/s2661318222740942,Studies of Fertility Smartphone Apps Reveal a Lack of Insight and Scientific Information,2022,Fertility &amp; Reproduction,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:b84553265f793a4a199bce87e83d7883b2025c9d,A framework for evaluating material management performance in Jordanian concrete building projects,2015,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.18306/dlkxjz.2017.03.014,面向国土空间优化的三生空间研究进展@@@A literature review on optimization of spatial development pattern based on ecological-production-living space,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.35912/jnm.v4i2.5361,Peningkatan Kompetensi Bidang Karya Tulis Ilmiah Bagi Guru SMK,2025,Jurnal Nusantara Mengabdi,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:ba5b2bbc7e7794e36997f133db7b53bd26811194,The implications of innovation in e-government and communication strategy in Australian Local Government organizations: an investigation of current and emerging practice,2012,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/buildings12112004,Digital Twin and Industry 4.0 Enablers in Building and Construction: A Survey,2022,Buildings,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.48550/arxiv.2506.05822,Towards Mixed-Criticality Software Architectures for Centralized HPC Platforms in Software-Defined Vehicles: A Systematic Literature Review,2025,European Conference on Software Architecture,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.48550/arxiv.2504.02719,The Myth of Immutability: A Multivocal Review on Smart Contract Upgradeability,2025,arXiv.org,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/s00167-010-1102-8,Comments on the article “Clinical and radiological outcomes of fixed- versus mobile-bearing total knee replacement: a meta-analysis”,2010,"Knee Surgery, Sports Traumatology, Arthroscopy",semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:bdbab219a0faa7a29029a89b084f033e5e62030e,ICT-Enabled Self-Management of Chronic Diseases and Conditions Minitrack,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3127/ajis.v20i0.1110,"Good Old Gamers, Good Drivers: Results from a correlational experiment among older drivers",2016,Australasian Journal of Information Systems,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1080/23311983.2022.2157961,The challenge of psychological processes in language acquisition: A systematic review,2022,Cogent Arts &amp; Humanities,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.rcsop.2023.100252,Development of an evaluation framework for health information communication technology in contemporary pharmacy practice.,2023,Exploratory Research in Clinical and Social Pharmacy,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.26480/gwk.02.2025.44.50,MANAGING TRANSPORT – HERITAGE CONFLICTS IN HISTORIC URBAN CORES:TOWARDS A PLANNING FRAMEWORK FOR INCLUSIVE MOBILITY,2025,Engineering Heritage Journal,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/access.2022.3180367,Blockchain-Based Identity Management Systems in Health IoT: A Systematic Review,2022,IEEE Access,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.soncn.2024.151803,Nonpharmacological Management of Cancer-Related Cachexia: A Systematic Review.,2025,Seminars in Oncology Nursing,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1007/978-3-658-03061-2_3,Towards a framework for strategy in purchasing: German and English language literature,2013,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1371/journal.pone.0138243,Evaluation of Study and Patient Characteristics of Clinical Studies in Primary Progressive Multiple Sclerosis: A Systematic Review,2015,PLoS ONE,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.7759/cureus.48078,Machine Learning Applications in Spine Surgery,2023,Cureus,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1080/14656566.2025.2514504,Efficacy and safety of Mitapivat in sickle cell disease: a systematic review,2025,Expert Opinion on Pharmacotherapy,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:c6f17ba19b9d921f9218b3957780110567aaa4e7,Establishing citizen participation in real estate domain: A case study of Campus a Real Estate division of Delft University of Technology,2019,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:c750bea65d5e4c6384c329298893979319f8b0fa,Official Journal of Malaysian Public Health Physicians ’ Association,2011,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.envint.2010.04.010,Soil quality assessment under emerging regulatory requirements.,2010,Environment International,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.6028/nist.ir.8367,Psychological Foundations of Explainability and Interpretability in Artificial Intelligence,2021,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.31989/ffhd.v12i12.1013,Use of probiotics for nutritional enrichment of dairy products,2022,Functional Foods in Health and Disease,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1016/j.apergo.2018.12.017,Functional requirements of automotive head-up displays: A systematic review of literature from 1994 to present.,2019,Applied Ergonomics,semanticscholar,INCLUDE,SLR/SMS self-label + subfield fit,slr,
doi:10.1109/smarttechcon.2017.8358596,Internet of Things: Review on security of novel technology,2017,2017 International Conference On Smart Technologies For Smart Nation (SmartTechCon),semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1109/iecon43393.2020.9255309,Assessing Support for Industry Standards in Reference Medical Software Architectures,2020,IECON 2020 The 46th Annual Conference of the IEEE Industrial Electronics Society,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:ccb6157514feacf4178519ac0e32a00f33e8124f,ATT FÖRHINDRA OCH BEGRÄNSA HOTELLBRÄNDER : Erfarenhetsåterföring från hotellbrand i Sverige och England,2014,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.47526/2024-4/2664-0686.135,Developing Students’ Creativity through Teaching Folklore Genres,2024,Iasaýı ýnıversıtetіnіń habarshysy,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.35631/ijirev.722032,EXPLORATORY CHARACTERISTICS OF SENSORY COMPENSATION FOR VISUALLY IMPAIRED PEOPLE,2025,International Journal of Innovation and Industrial Revolution,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.25753/birthgrowthmj.v30.i3.17949,"After pediatric stroke, it’s time to enable!",2021,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.21125/iceri.2022.0868,AN INTEGRATIVE REVIEW ON THE EXPERIENCES OF INTEGRATION OF QUALITY ASSURANCE SYSTEMS IN UNIVERSITIES,2022,ICERI proceedings,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.32890/jict2022.21.4.1,User Experience Dimensions for E-procurement,2022,Journal of Information and Communication Technologies,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.31921/doxacom.n39a2189,Estrategias y directrices para la configuración estética del QR en publicidad,2024,Doxa Comunicación. Revista Interdisciplinar de Estudios de Comunicación y Ciencias Sociales,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3389/fmtec.2025.1572842,Development of an end-to-end automated production concept for extrusion-based additive manufacturing of personalized medical scaffolds,2025,Frontiers in Manufacturing Technology,semanticscholar,EXCLUDE,no SLR/SMS self-label in title or abstract,,
doi:10.1016/j.prosdent.2016.10.037,Prosthetic maintenance of different mandibular implant overdentures: A systematic review,2017,The Journal of prosthetic dentistry (Print),semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1136/rmdopen-2019-001014,"EULAR points to consider for the development, evaluation and implementation of mobile health applications aiding self-management in people living with rheumatic and musculoskeletal diseases",2019,RMD Open,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1504/ijpmb.2017.10002168,Systematic literature review of classification and categorisation of benchmarking in supply chain management,2017,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.14257/ijseia.2016.10.11.28,A Systematic Review of Use Cases based Software Testing Techniques,2016,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
ss:d1fa4bbb477041d3bee9fdce766bae870f3f4ed4,Configuring the next generation handset by using an emotional design based MCDM framework,2010,PICMET 2010 TECHNOLOGY MANAGEMENT FOR GLOBAL ECONOMIC GROWTH,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.3390/s19153265,Systematic Literature Review of Food-Intake Monitoring in an Aging Population,2019,Italian National Conference on Sensors,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.1111/trf.15382,Outpatient transfusions: time to study what matters to patients,2019,Transfusion,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.30604/jika.v5i2.363,Effect of Cervical Cancer Education and Provider Recommendation for Screening: A Systematic Review,2020,,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
doi:10.31674/ijbb.2024.v01i02.002,Mobile and Web-Based Apps to Support Self-Care in Adolescents with Thalassemia: A Systematic Review,2024,International Journal of Biotechnology and Biomedicine,semanticscholar,EXCLUDE,subfield keywords not in title or abstract,,
